visitor_id,Last_Purchase_Date,Recency,Frequency,Monetary
636569,09:09.0,137,1,1
475994,02:18.0,111,1,1
474912,13:40.0,74,1,1
1004543,16:10.0,85,1,1
390547,47:33.0,11,1,1
503906,56:06.0,14,1,1
1207614,39:57.0,96,1,1
1204368,41:37.0,42,1,1
1145187,43:40.0,34,1,1
1260804,21:48.0,61,1,1
539910,44:57.0,109,1,1
1194567,15:28.0,86,1,1
240463,04:45.0,127,1,1
583425,07:04.0,63,1,1
935624,41:38.0,63,1,1
1241454,26:51.0,60,1,1
598009,30:11.0,25,1,1
933225,50:15.0,36,1,1
266666,31:31.0,118,1,1
327493,42:28.0,136,1,1
436023,31:09.0,10,1,1
1219187,17:18.0,114,1,1
1340323,44:08.0,103,1,1
803997,18:55.0,73,1,1
1334913,32:13.0,68,1,1
422787,39:56.0,109,1,1
884927,55:16.0,133,1,1
683628,11:51.0,93,1,1
397729,57:58.0,116,1,1
1094490,42:08.0,109,1,1
934244,20:17.0,80,1,1
409239,41:10.0,120,1,1
692676,27:22.0,115,1,1
90253,48:26.0,118,1,1
345558,53:55.0,68,1,1
1372125,45:34.0,113,1,1
1404130,31:51.0,71,1,1
1373207,10:14.0,61,1,1
447407,00:39.0,85,1,1
226726,36:58.0,83,1,1
945545,27:27.0,79,1,1
747097,40:33.0,63,1,1
167336,20:28.0,11,1,1
760024,45:20.0,7,1,1
1102940,03:34.0,85,1,1
981240,35:07.0,85,1,1
822325,59:06.0,40,1,1
343016,19:10.0,24,1,1
391300,21:15.0,7,1,1
1029355,37:45.0,65,1,1
633718,58:04.0,61,1,1
62155,32:59.0,132,1,1
4368,45:53.0,47,1,1
58013,19:28.0,27,1,1
1389108,37:21.0,126,1,1
435144,04:41.0,123,1,1
491895,08:28.0,94,1,1
1233001,30:26.0,88,1,1
233092,02:36.0,29,1,1
997925,27:20.0,112,1,1
816102,24:09.0,116,1,1
1111928,42:34.0,101,1,1
1272503,26:29.0,28,1,1
497351,07:40.0,23,1,1
616466,49:17.0,125,1,1
1199413,23:56.0,64,1,1
975595,15:13.0,96,1,1
302544,12:00.0,94,1,1
1276579,58:02.0,130,1,1
1332357,58:18.0,74,1,1
1275371,33:50.0,90,1,1
468154,14:25.0,107,1,1
1244056,11:51.0,9,1,1
36310,55:51.0,88,1,1
947400,31:15.0,14,1,1
1282868,23:30.0,135,1,1
944546,31:13.0,133,1,1
1033428,00:38.0,89,1,1
460720,16:19.0,15,1,1
721106,15:33.0,95,1,1
416295,38:35.0,71,1,1
221190,06:59.0,106,1,1
1046787,20:17.0,10,1,1
11172,44:21.0,2,1,1
153934,39:29.0,66,1,1
776978,24:44.0,134,1,1
589227,58:08.0,51,1,1
899494,33:05.0,84,1,1
132168,14:32.0,37,1,1
452316,15:33.0,115,1,1
1246346,13:06.0,103,1,1
281359,57:43.0,136,1,1
987921,30:34.0,59,1,1
1151882,34:33.0,48,1,1
986730,24:55.0,60,1,1
769985,24:24.0,81,1,1
862551,09:05.0,23,1,1
558258,22:24.0,59,1,1
1370101,34:27.0,100,1,1
1160836,40:10.0,94,1,1
1195211,58:58.0,92,1,1
777857,15:09.0,92,1,1
973305,55:21.0,28,1,1
1132549,45:08.0,37,1,1
259169,31:42.0,78,1,1
26761,16:11.0,76,1,1
464138,04:21.0,109,1,1
544129,58:59.0,135,1,1
947666,41:52.0,116,1,1
1274040,22:45.0,95,1,1
275823,18:30.0,80,1,1
573249,58:56.0,16,1,1
120532,24:35.0,130,1,1
789945,28:52.0,79,1,1
1238789,20:43.0,24,1,1
645414,55:55.0,96,1,1
775942,19:38.0,37,1,1
1247053,48:48.0,122,1,1
539612,40:04.0,27,1,1
76124,51:01.0,11,1,1
869544,52:34.0,89,1,1
1220455,56:47.0,88,1,1
605832,37:23.0,88,1,1
600485,40:56.0,60,1,1
148853,54:12.0,135,1,1
1341153,19:37.0,128,1,1
1268175,10:15.0,95,1,1
106626,48:12.0,52,1,1
47004,48:41.0,86,1,1
132829,40:58.0,38,1,1
938243,49:02.0,50,1,1
1295414,53:29.0,52,1,1
582423,23:56.0,79,1,1
447235,26:52.0,54,1,1
808966,26:27.0,18,1,1
1125791,44:17.0,12,1,1
985771,11:56.0,2,1,1
884409,32:24.0,136,1,1
932017,50:37.0,56,1,1
62656,38:31.0,60,1,1
864512,02:07.0,11,1,1
73645,07:55.0,114,1,1
165710,10:28.0,22,1,1
1070560,59:51.0,72,1,1
1171799,52:46.0,101,1,1
894476,51:44.0,116,1,1
714740,20:50.0,133,1,1
1241829,26:32.0,53,1,1
1139336,08:22.0,113,1,1
325641,33:18.0,45,1,1
1273771,30:33.0,3,1,1
1096840,17:14.0,72,1,1
827595,07:23.0,53,1,1
129689,35:13.0,105,1,1
1390313,39:51.0,88,1,1
1285802,10:29.0,5,1,1
428964,08:26.0,127,1,1
810114,34:59.0,72,1,1
138992,20:27.0,86,1,1
57246,32:27.0,135,1,1
447985,22:21.0,104,1,1
476870,01:18.0,103,1,1
1027357,50:12.0,88,1,1
780708,22:46.0,65,1,1
966859,05:27.0,79,1,1
91913,58:44.0,39,1,1
849756,16:57.0,22,1,1
792567,33:04.0,127,1,1
1009186,52:23.0,13,1,1
140572,10:54.0,51,1,1
936783,23:41.0,93,1,1
640754,15:39.0,33,1,1
150184,04:09.0,31,1,1
940301,23:01.0,118,1,1
364536,51:30.0,94,1,1
300941,21:32.0,81,1,1
977536,36:16.0,116,1,1
1157587,08:38.0,70,1,1
1177212,34:12.0,78,1,1
771611,35:24.0,72,1,1
308392,53:20.0,48,1,1
363577,56:37.0,24,1,1
839832,32:17.0,40,1,1
683914,37:53.0,11,1,1
435940,05:26.0,114,1,1
981323,33:59.0,38,1,1
671926,44:35.0,98,1,1
34667,55:53.0,81,1,1
236507,12:32.0,134,1,1
456000,43:28.0,83,1,1
1153047,40:30.0,33,1,1
1357744,03:50.0,29,1,1
547624,20:42.0,49,1,1
1314856,56:41.0,103,1,1
1346314,30:12.0,92,1,1
1041111,29:29.0,7,1,1
450043,55:10.0,99,1,1
909547,22:44.0,80,1,1
1293754,55:41.0,7,1,1
949126,19:01.0,79,1,1
14796,50:17.0,28,1,1
1048327,35:21.0,4,1,1
352193,32:52.0,104,1,1
1314979,47:34.0,96,1,1
1170342,24:51.0,92,1,1
263746,53:35.0,43,1,1
1215171,53:12.0,37,1,1
96387,37:50.0,27,1,1
836852,24:18.0,119,1,1
307264,52:10.0,109,1,1
968585,55:05.0,31,1,1
684976,34:28.0,127,1,1
594242,12:13.0,74,1,1
1130179,54:12.0,98,1,1
1345109,52:46.0,86,1,1
1364130,44:56.0,42,1,1
744123,44:12.0,40,1,1
913185,27:45.0,20,1,1
901801,11:10.0,93,1,1
201024,44:14.0,87,1,1
671597,29:42.0,27,1,1
816978,22:21.0,10,1,1
111080,25:07.0,59,1,1
1335082,23:49.0,8,1,1
61806,29:47.0,108,1,1
425801,08:46.0,33,1,1
503800,19:08.0,136,1,1
1335889,03:31.0,117,1,1
1277956,54:29.0,72,1,1
982027,34:33.0,52,1,1
139805,35:41.0,28,1,1
756735,34:15.0,103,1,1
569356,01:48.0,83,1,1
856766,46:21.0,5,1,1
497789,11:11.0,127,1,1
213865,59:48.0,42,1,1
133456,18:57.0,10,1,1
437102,37:53.0,87,1,1
861638,01:52.0,81,1,1
346657,59:07.0,5,1,1
650747,54:50.0,122,1,1
669387,25:58.0,112,1,1
285372,07:29.0,75,1,1
1175423,33:47.0,93,1,1
374586,38:27.0,74,1,1
1171341,58:44.0,64,1,1
400271,14:47.0,62,1,1
161883,52:04.0,60,1,1
1009438,35:28.0,52,1,1
1207863,17:41.0,94,1,1
675006,02:08.0,36,1,1
195534,09:47.0,127,1,1
758315,43:46.0,59,1,1
930274,38:26.0,72,1,1
43804,58:55.0,87,1,1
1160976,07:52.0,11,1,1
835295,50:52.0,122,1,1
990746,53:25.0,55,1,1
29835,26:16.0,50,1,1
592330,19:49.0,43,1,1
341353,30:15.0,32,1,1
609642,28:32.0,135,1,1
1122980,10:36.0,131,1,1
1221036,26:40.0,94,1,1
242567,26:54.0,42,1,1
594511,54:47.0,40,1,1
722875,59:53.0,22,1,1
650824,00:02.0,17,1,1
915412,28:13.0,66,1,1
629576,04:40.0,46,1,1
638573,33:44.0,35,1,1
922843,30:51.0,110,1,1
198299,04:09.0,66,1,1
888860,59:07.0,25,1,1
528211,12:56.0,115,1,1
297008,01:37.0,68,1,1
1240704,00:13.0,21,1,1
1081566,41:42.0,112,1,1
1071410,58:24.0,66,1,1
455562,54:38.0,100,1,1
994931,02:36.0,30,1,1
382721,13:28.0,84,1,1
1221228,52:49.0,126,1,1
913454,20:23.0,138,1,1
233862,03:52.0,134,1,1
213098,52:57.0,103,1,1
819520,51:59.0,80,1,1
844406,23:26.0,19,1,1
143174,18:19.0,18,1,1
536824,39:12.0,7,1,1
1372912,53:29.0,78,1,1
108464,08:24.0,95,1,1
211269,37:57.0,105,1,1
443013,03:33.0,4,1,1
1104374,03:17.0,3,1,1
643691,40:46.0,12,1,1
354752,02:51.0,10,1,1
521576,13:50.0,10,1,1
1074470,45:10.0,78,1,1
37183,46:07.0,58,1,1
637193,35:55.0,51,1,1
160821,59:20.0,25,1,1
532247,36:24.0,23,1,1
1336367,01:10.0,73,1,1
487295,11:17.0,72,1,1
916600,34:24.0,95,1,1
852252,00:11.0,39,1,1
341476,45:10.0,127,1,1
1105313,01:32.0,127,1,1
288615,07:54.0,66,1,1
617591,19:26.0,60,1,1
842906,00:10.0,10,1,1
864632,16:15.0,6,1,1
452625,47:08.0,132,1,1
1366154,09:03.0,100,1,1
33608,46:48.0,20,1,1
521802,51:46.0,52,1,1
541012,38:15.0,95,1,1
1355680,52:01.0,20,1,1
783599,15:30.0,135,1,1
1191192,10:00.0,73,1,1
1329108,35:29.0,32,1,1
571268,04:10.0,110,1,1
430945,42:29.0,31,1,1
258336,22:06.0,23,1,1
20389,21:39.0,79,1,1
646373,50:37.0,52,1,1
1390828,32:35.0,100,1,1
516784,33:31.0,87,1,1
935910,35:26.0,66,1,1
663983,22:01.0,26,1,1
79201,00:55.0,137,1,1
1235609,03:00.0,57,1,1
435336,11:54.0,94,1,1
350839,20:15.0,80,1,1
749407,49:41.0,47,1,1
208352,44:54.0,31,1,1
964317,56:19.0,79,1,1
1020965,27:32.0,129,1,1
677571,15:04.0,18,1,1
1212071,46:05.0,38,1,1
1325281,17:05.0,119,1,1
1336078,35:30.0,42,1,1
1178082,51:46.0,117,1,1
981111,55:55.0,29,1,1
117973,22:17.0,12,1,1
552247,01:08.0,52,1,1
272096,06:45.0,127,1,1
102676,39:54.0,93,1,1
1345275,48:29.0,83,1,1
7969,50:20.0,114,1,1
669974,43:10.0,10,1,1
304854,32:08.0,81,1,1
1005001,35:16.0,31,1,1
494643,28:21.0,19,1,1
558238,31:23.0,132,1,1
1191301,53:17.0,123,1,1
1212549,38:06.0,35,1,1
949896,28:08.0,93,1,1
1110471,14:41.0,32,1,1
1106143,53:21.0,135,1,1
1056030,47:43.0,78,1,1
427158,41:37.0,36,1,1
607106,47:36.0,101,1,1
1076359,24:21.0,122,1,1
607916,36:28.0,50,1,1
592164,02:04.0,128,1,1
497826,57:33.0,109,1,1
823931,26:34.0,4,1,1
463202,18:19.0,77,1,1
499910,19:33.0,84,1,1
530999,53:43.0,26,1,1
874668,11:49.0,129,1,1
76347,45:21.0,87,1,1
186,34:57.0,37,1,1
1363526,43:42.0,17,1,1
760187,10:34.0,134,1,1
957284,52:35.0,88,1,1
615473,11:41.0,118,1,1
112855,18:44.0,79,1,1
938120,59:35.0,95,1,1
424759,01:15.0,32,1,1
1018526,08:58.0,26,1,1
151498,01:44.0,107,1,1
793134,40:20.0,32,1,1
840742,04:51.0,50,1,1
978758,11:17.0,16,1,1
4113,08:05.0,63,1,1
321851,03:27.0,58,1,1
1154301,43:26.0,94,1,1
773217,10:33.0,92,1,1
531706,54:12.0,74,1,1
1249088,19:37.0,54,1,1
519535,26:39.0,126,1,1
367862,44:59.0,72,1,1
767157,00:43.0,9,1,1
206291,47:42.0,34,1,1
841767,29:32.0,22,1,1
1292125,06:00.0,124,1,1
1236376,54:39.0,100,1,1
36250,07:24.0,86,1,1
596140,56:13.0,79,1,1
675069,49:19.0,124,1,1
1336602,49:34.0,120,1,1
572287,19:41.0,93,1,1
540368,35:22.0,30,1,1
1081901,02:24.0,116,1,1
995343,51:11.0,93,1,1
712241,34:40.0,50,1,1
1173322,41:13.0,50,1,1
137223,43:08.0,71,1,1
1259098,29:21.0,106,1,1
258107,42:59.0,47,1,1
486983,00:31.0,102,1,1
121714,18:57.0,115,1,1
406325,07:03.0,112,1,1
482240,37:06.0,64,1,1
861157,04:41.0,65,1,1
729155,51:40.0,106,1,1
1067500,45:14.0,46,1,1
1110239,23:00.0,36,1,1
639300,22:52.0,30,1,1
418745,57:56.0,18,1,1
1066959,56:22.0,1,1,1
488277,11:14.0,107,1,1
56745,56:14.0,93,1,1
657508,07:18.0,16,1,1
1098391,37:51.0,63,1,1
538189,02:52.0,72,1,1
1388970,16:17.0,53,1,1
1346334,20:01.0,11,1,1
218081,53:35.0,77,1,1
87559,05:15.0,53,1,1
1127110,59:52.0,40,1,1
1216971,42:12.0,97,1,1
716938,35:36.0,137,1,1
1352763,39:56.0,46,1,1
521833,37:44.0,127,1,1
501189,45:44.0,120,1,1
365194,08:43.0,52,1,1
251091,46:30.0,120,1,1
727821,39:54.0,117,1,1
1308455,09:16.0,107,1,1
636918,18:58.0,78,1,1
488723,21:36.0,121,1,1
728253,37:08.0,60,1,1
428397,24:27.0,46,1,1
34157,49:04.0,17,1,1
1174876,46:18.0,116,1,1
278831,45:14.0,114,1,1
856909,15:03.0,117,1,1
1352723,06:35.0,45,1,1
764068,18:09.0,135,1,1
276149,27:27.0,123,1,1
717370,11:36.0,119,1,1
118734,20:18.0,103,1,1
1085971,32:54.0,88,1,1
939674,15:10.0,35,1,1
148615,15:46.0,36,1,1
103171,14:05.0,9,1,1
693400,28:14.0,135,1,1
23964,23:10.0,134,1,1
346276,29:34.0,114,1,1
167556,56:57.0,101,1,1
355934,32:08.0,44,1,1
882313,26:41.0,136,1,1
650028,11:47.0,70,1,1
673291,45:34.0,50,1,1
776534,22:32.0,79,1,1
490684,45:55.0,70,1,1
63208,36:55.0,102,1,1
970345,05:17.0,38,1,1
738601,35:20.0,16,1,1
286923,01:25.0,77,1,1
473074,32:00.0,28,1,1
663616,08:59.0,23,1,1
1032217,08:41.0,3,1,1
1266838,04:18.0,3,1,1
94529,54:00.0,120,1,1
1050485,39:36.0,115,1,1
1111195,31:09.0,83,1,1
250527,32:52.0,97,1,1
502586,46:12.0,31,1,1
418925,57:15.0,26,1,1
963916,54:01.0,14,1,1
127579,38:28.0,12,1,1
232133,29:51.0,111,1,1
1017375,13:18.0,86,1,1
249053,53:36.0,81,1,1
925350,02:11.0,2,1,1
711167,44:51.0,20,1,1
767480,02:56.0,129,1,1
717705,56:54.0,124,1,1
1123306,58:02.0,72,1,1
1264213,30:18.0,93,1,1
688840,05:57.0,29,1,1
1322398,00:33.0,124,1,1
246992,31:01.0,120,1,1
126643,53:08.0,18,1,1
1075898,04:51.0,4,1,1
338911,30:11.0,30,1,1
259827,16:09.0,30,1,1
1071919,43:53.0,9,1,1
74260,37:02.0,61,1,1
635630,37:07.0,73,1,1
675209,09:25.0,59,1,1
301201,58:54.0,106,1,1
871413,37:36.0,23,1,1
630841,51:39.0,18,1,1
971301,35:54.0,136,1,1
1377712,04:20.0,81,1,1
985974,25:29.0,30,1,1
1039831,57:18.0,67,1,1
868499,52:07.0,79,1,1
563685,45:43.0,32,1,1
641020,10:22.0,77,1,1
1053591,14:51.0,25,1,1
972698,00:42.0,129,1,1
1115938,46:26.0,96,1,1
1003787,14:48.0,9,1,1
211300,19:12.0,83,1,1
1390178,22:07.0,129,1,1
763653,59:51.0,119,1,1
353143,24:56.0,111,1,1
798738,16:22.0,85,1,1
1135374,51:59.0,133,1,1
466227,03:43.0,53,1,1
1283523,31:24.0,9,1,1
1061666,50:02.0,4,1,1
780925,34:06.0,136,1,1
203225,54:15.0,67,1,1
969655,23:36.0,45,1,1
14618,43:40.0,59,1,1
631946,47:54.0,51,1,1
643307,28:51.0,23,1,1
1231186,46:30.0,45,1,1
1195388,10:22.0,125,1,1
922817,49:27.0,61,1,1
1196616,41:21.0,98,1,1
55697,57:10.0,91,1,1
303182,29:05.0,87,1,1
28896,01:50.0,71,1,1
43354,06:55.0,93,1,1
591631,30:15.0,88,1,1
919820,54:26.0,112,1,1
1141285,56:09.0,77,1,1
416426,24:46.0,109,1,1
964726,41:01.0,102,1,1
503691,33:51.0,27,1,1
373850,52:29.0,85,1,1
768923,45:49.0,58,1,1
528082,28:06.0,38,1,1
1233201,47:42.0,73,1,1
1054587,44:08.0,35,1,1
398756,24:45.0,125,1,1
851095,31:39.0,43,1,1
1324948,14:25.0,38,1,1
240800,48:03.0,18,1,1
699505,48:16.0,52,1,1
1042656,33:57.0,95,1,1
2807,03:52.0,6,1,1
168008,38:53.0,118,1,1
1045212,15:54.0,54,1,1
954026,50:45.0,79,1,1
1165753,22:31.0,59,1,1
176939,49:34.0,41,1,1
1390702,05:57.0,138,1,1
358407,23:03.0,113,1,1
460425,10:23.0,13,1,1
86082,35:44.0,78,1,1
623685,41:46.0,23,1,1
887520,16:20.0,59,1,1
128578,14:26.0,106,1,1
1084617,58:54.0,104,1,1
752309,09:57.0,84,1,1
585580,28:26.0,73,1,1
1209311,48:45.0,52,1,1
11438,18:41.0,3,1,1
1057581,03:19.0,123,1,1
359681,36:29.0,115,1,1
205203,42:13.0,6,1,1
483316,00:20.0,44,1,1
644887,34:30.0,17,1,1
1022147,33:10.0,9,1,1
480399,15:58.0,7,1,1
1172311,27:29.0,135,1,1
725780,56:10.0,10,1,1
453409,01:51.0,134,1,1
1213456,55:20.0,124,1,1
379363,19:54.0,21,1,1
816637,28:36.0,10,1,1
1332700,34:50.0,74,1,1
596234,01:05.0,107,1,1
563104,37:25.0,45,1,1
933700,53:28.0,22,1,1
519563,45:14.0,23,1,1
959170,21:42.0,3,1,1
872183,13:33.0,137,1,1
54011,56:34.0,116,1,1
1400958,55:52.0,84,1,1
495782,30:17.0,72,1,1
314683,17:24.0,64,1,1
190756,43:36.0,116,1,1
222475,08:37.0,52,1,1
510429,27:24.0,9,1,1
1312434,18:26.0,112,1,1
1386311,01:54.0,67,1,1
390770,24:12.0,61,1,1
1038789,45:48.0,94,1,1
673028,06:19.0,87,1,1
279034,37:37.0,21,1,1
71927,33:14.0,137,1,1
871476,18:13.0,72,1,1
1338780,34:18.0,136,1,1
548949,20:40.0,12,1,1
407750,58:21.0,91,1,1
1318053,48:34.0,33,1,1
514943,27:30.0,82,1,1
1074315,06:32.0,87,1,1
1000561,27:24.0,40,1,1
1204153,33:51.0,92,1,1
632773,45:49.0,5,1,1
469791,50:10.0,123,1,1
1358585,25:59.0,21,1,1
394686,11:23.0,121,1,1
859654,45:49.0,46,1,1
809129,43:29.0,22,1,1
763195,08:12.0,107,1,1
42942,59:54.0,103,1,1
945184,40:03.0,109,1,1
10685,17:33.0,42,1,1
636520,13:02.0,138,1,1
1027949,05:29.0,93,1,1
906126,31:38.0,9,1,1
1306125,26:59.0,101,1,1
732504,58:49.0,87,1,1
811310,04:06.0,109,1,1
331815,13:55.0,137,1,1
1244651,53:14.0,75,1,1
827689,11:42.0,68,1,1
627323,53:42.0,59,1,1
99962,00:51.0,40,1,1
192030,43:16.0,78,1,1
402529,18:01.0,92,1,1
755979,30:18.0,63,1,1
1166108,10:46.0,53,1,1
53181,02:25.0,106,1,1
1107033,01:18.0,30,1,1
647987,37:12.0,42,1,1
1113110,15:37.0,124,1,1
147954,05:17.0,107,1,1
1207439,04:45.0,9,1,1
549579,55:56.0,27,1,1
1083495,54:09.0,110,1,1
469559,06:30.0,64,1,1
1295179,56:40.0,21,1,1
606184,23:47.0,125,1,1
442692,11:19.0,114,1,1
271466,34:08.0,54,1,1
175940,39:40.0,45,1,1
699789,38:30.0,127,1,1
58740,56:21.0,68,1,1
502646,49:29.0,79,1,1
564916,39:05.0,21,1,1
1239679,17:26.0,46,1,1
1094089,24:47.0,137,1,1
466290,37:15.0,135,1,1
1287579,03:04.0,32,1,1
24840,13:09.0,25,1,1
225990,00:47.0,100,1,1
1375611,28:59.0,88,1,1
1233722,40:54.0,15,1,1
221662,08:59.0,1,1,1
1113250,25:32.0,46,1,1
887168,50:12.0,15,1,1
553217,28:30.0,30,1,1
257248,18:28.0,10,1,1
672630,10:23.0,134,1,1
244553,00:02.0,111,1,1
1096330,24:13.0,78,1,1
551053,47:03.0,53,1,1
204496,52:34.0,81,1,1
24688,31:15.0,18,1,1
955486,38:45.0,120,1,1
78067,40:56.0,12,1,1
1127697,42:33.0,87,1,1
158161,02:35.0,30,1,1
1005822,15:45.0,66,1,1
63351,26:15.0,63,1,1
615910,22:37.0,59,1,1
175771,42:17.0,62,1,1
109926,56:18.0,59,1,1
510546,16:37.0,22,1,1
1196942,40:13.0,88,1,1
642505,05:18.0,39,1,1
452965,37:05.0,71,1,1
683086,24:43.0,42,1,1
480064,52:04.0,123,1,1
924468,43:21.0,124,1,1
209170,03:53.0,116,1,1
118831,16:27.0,84,1,1
226296,36:56.0,35,1,1
896273,21:02.0,123,1,1
7244,41:02.0,78,1,1
315490,32:27.0,65,1,1
400794,47:21.0,43,1,1
514625,05:48.0,26,1,1
523281,58:13.0,123,1,1
500167,25:07.0,32,1,1
1323099,43:08.0,32,1,1
163365,21:07.0,120,1,1
855941,48:50.0,49,1,1
818589,03:10.0,88,1,1
689266,40:48.0,43,1,1
1255966,29:01.0,42,1,1
165718,54:00.0,91,1,1
681486,34:35.0,51,1,1
56312,56:05.0,91,1,1
1298462,06:18.0,0,1,1
434900,28:33.0,137,1,1
158287,10:00.0,124,1,1
1211071,06:26.0,102,1,1
460227,33:45.0,4,1,1
962181,32:09.0,126,1,1
230498,08:02.0,93,1,1
392404,02:22.0,28,1,1
411302,41:33.0,10,1,1
395650,37:01.0,73,1,1
754341,24:43.0,69,1,1
626212,28:46.0,127,1,1
1342432,36:56.0,115,1,1
1000678,12:16.0,22,1,1
1030439,50:13.0,19,1,1
187404,06:04.0,129,1,1
707002,56:39.0,64,1,1
619657,59:03.0,95,1,1
471485,08:15.0,83,1,1
586756,01:47.0,138,1,1
327581,53:02.0,122,1,1
276034,42:05.0,37,1,1
356340,40:20.0,70,1,1
757132,24:11.0,25,1,1
1307619,43:02.0,4,1,1
1086108,39:10.0,129,1,1
1123085,40:05.0,107,1,1
540387,22:17.0,62,1,1
780733,26:33.0,80,1,1
224773,27:34.0,74,1,1
832904,53:11.0,74,1,1
112167,19:05.0,93,1,1
1243437,24:53.0,42,1,1
1040993,34:56.0,52,1,1
494396,29:35.0,106,1,1
305234,55:45.0,108,1,1
350678,26:22.0,44,1,1
863452,23:03.0,59,1,1
897982,30:46.0,47,1,1
1361470,04:57.0,79,1,1
1186185,01:31.0,31,1,1
536938,47:09.0,133,1,1
106554,04:01.0,60,1,1
747537,55:30.0,100,1,1
830113,33:27.0,120,1,1
1163417,19:04.0,49,1,1
789844,18:15.0,107,1,1
1110994,41:38.0,133,1,1
823481,21:22.0,52,1,1
1102275,12:12.0,92,1,1
171457,19:29.0,91,1,1
953963,34:19.0,46,1,1
312164,34:50.0,50,1,1
452009,42:38.0,48,1,1
748994,21:51.0,118,1,1
840793,26:40.0,29,1,1
1345741,46:41.0,15,1,1
1074034,29:43.0,102,1,1
1297334,54:57.0,47,1,1
369433,49:08.0,5,1,1
935726,19:34.0,4,1,1
386745,01:06.0,3,1,1
1008753,35:08.0,49,1,1
1007671,36:56.0,49,1,1
915623,04:39.0,25,1,1
492404,53:55.0,63,1,1
59604,13:49.0,37,1,1
685502,38:47.0,18,1,1
1271695,25:13.0,110,1,1
1385901,00:00.0,92,1,1
1197194,34:44.0,42,1,1
835586,34:40.0,14,1,1
73341,21:26.0,52,1,1
960973,06:02.0,98,1,1
573397,09:30.0,112,1,1
1019573,21:18.0,68,1,1
1184602,16:32.0,64,1,1
890611,17:27.0,94,1,1
671765,57:50.0,59,1,1
1292316,57:23.0,92,1,1
413841,32:37.0,67,1,1
410094,22:26.0,58,1,1
105283,17:17.0,86,1,1
204341,41:13.0,80,1,1
395510,03:59.0,12,1,1
1245790,09:31.0,123,1,1
47467,37:52.0,123,1,1
490177,33:48.0,93,1,1
1180838,37:27.0,89,1,1
777942,35:27.0,44,1,1
1315273,38:18.0,11,1,1
160371,52:21.0,119,1,1
725439,05:13.0,22,1,1
264607,42:31.0,125,1,1
815343,06:25.0,70,1,1
1330816,22:46.0,60,1,1
643195,42:28.0,49,1,1
1139092,25:25.0,109,1,1
249061,06:08.0,136,1,1
1097386,58:02.0,66,1,1
557811,13:43.0,56,1,1
998577,57:47.0,50,1,1
534021,31:46.0,9,1,1
1306949,38:53.0,132,1,1
680026,33:46.0,37,1,1
1081405,40:05.0,9,1,1
762170,18:03.0,70,1,1
863183,27:20.0,43,1,1
450303,59:15.0,11,1,1
521286,35:10.0,123,1,1
1294231,46:25.0,78,1,1
84928,53:44.0,78,1,1
214786,22:05.0,53,1,1
145492,45:53.0,65,1,1
407615,35:24.0,58,1,1
1039032,53:02.0,102,1,1
460668,16:58.0,59,1,1
523988,56:16.0,11,1,1
237886,50:34.0,4,1,1
264899,31:41.0,62,1,1
1099905,19:26.0,53,1,1
249439,06:27.0,70,1,1
954086,04:26.0,59,1,1
834550,47:05.0,36,1,1
157122,55:49.0,59,1,1
1112769,58:21.0,48,1,1
992397,18:44.0,19,1,1
42040,03:05.0,106,1,1
1011481,21:35.0,41,1,1
1223331,13:38.0,69,1,1
1034893,24:44.0,95,1,1
1266096,40:07.0,84,1,1
119770,15:29.0,85,1,1
1090124,35:49.0,38,1,1
541552,22:46.0,54,1,1
539388,03:10.0,52,1,1
614685,46:06.0,49,1,1
908971,45:20.0,129,1,1
115977,54:57.0,86,1,1
986111,44:01.0,23,1,1
465949,10:35.0,63,1,1
1214320,01:58.0,62,1,1
1088275,53:11.0,109,1,1
1160440,36:40.0,93,1,1
1084528,04:36.0,35,1,1
167086,04:32.0,4,1,1
1358911,12:02.0,122,1,1
995314,15:28.0,137,1,1
686896,45:11.0,136,1,1
1368652,38:23.0,77,1,1
1377311,29:39.0,51,1,1
1223981,12:24.0,97,1,1
73029,06:37.0,79,1,1
353389,58:25.0,134,1,1
200262,05:38.0,72,1,1
972500,28:51.0,69,1,1
143136,53:58.0,120,1,1
797295,10:07.0,45,1,1
410801,54:43.0,41,1,1
915374,25:31.0,107,1,1
139392,51:15.0,103,1,1
308623,45:25.0,129,1,1
1116716,50:26.0,106,1,1
366204,35:32.0,105,1,1
367329,27:48.0,100,1,1
349390,10:24.0,9,1,1
704666,05:17.0,123,1,1
657556,33:49.0,74,1,1
105552,21:27.0,44,1,1
131861,32:12.0,52,1,1
101161,43:22.0,108,1,1
877421,34:09.0,86,1,1
67301,19:12.0,46,1,1
197491,32:01.0,45,1,1
85555,43:50.0,108,1,1
71586,15:35.0,11,1,1
1384487,11:19.0,51,1,1
667420,01:17.0,101,1,1
569401,18:08.0,79,1,1
1162129,40:54.0,115,1,1
121951,46:12.0,94,1,1
646172,18:55.0,75,1,1
321418,43:18.0,88,1,1
1183769,35:47.0,87,1,1
1047253,17:03.0,37,1,1
1364905,17:24.0,1,1,1
411554,17:39.0,22,1,1
903515,15:14.0,51,1,1
947485,10:37.0,122,1,1
1011421,17:45.0,51,1,1
347996,24:53.0,88,1,1
17028,33:31.0,44,1,1
630039,24:23.0,76,1,1
563799,16:42.0,138,1,1
233349,52:14.0,96,1,1
43643,54:00.0,43,1,1
